name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,positive_words,negative_words,categories
Galle Lighthouse,6.024561299999999,80.2193661,Galle Sri Lanka,4.8,4573.0,"['capturing', 'history', 'fascinating', 'site', 'lots', 'stunning', 'Lighthouse', 'highlight', 'spots', 'check', 'surrounding', 'ton', 'vendors', 'found', 'photos', 'charm', 'visiting', 'spent', 'take', 'Sri', 'going', 'Dont', 'absolute', 'lighthouse', 'significance', 'snacks', 'food', 'sunset', 'suggest', 'youre', 'selling', 'looking', 'expectations', 'charming', 'backdrop', 'enjoyed', 'making', 'architecture', 'hours', 'place', 'bit', 'Lanka', 'breathtaking', 'Highly', 'feel', 'forget', 'picturesque', 'spot', 'loved', 'crowds', 'soaked', 'tower', 'wandering', 'shots', 'climb', 'exploring', 'avoid', 'activities', 'morning', 'ocean', 'find', 'get', 'kids', 'family', 'recommend', 'Visiting', 'colors', 'lack', 'sightseeing', 'beautiful', 'playing', 'area', 'times', 'shops', 'overwhelming', 'felt', 'day', 'Galle', 'lacked', 'stop', 'gem', 'youll', 'walk', 'climbing', 'visit', 'hoping', 'took', 'photography', 'fort', 'areas', 'number', 'crowded', 'create', 'reflecting', 'views', 'stalls', 'trip', 'shaded']",21,8,"history tours, architecture tours, sightseeing, photography"
Gangaramaya Temple,6.916714499999999,79.8566456,Colombo  Sri Lanka,4.5,10671.0,"['visited', 'history', 'stunning', 'rushed', 'ambiance', 'ensure', 'Temple', 'explain', 'grounds', 'Overall', 'experience', 'signs', 'try', 'friends', 'amidst', 'Buddha', 'joining', 'temples', 'Colombo', 'reflection', 'found', 'context', 'Gangaramaya', 'fee', 'visiting', 'mustsee', 'information', 'Sri', 'descriptions', 'challenging', 'fusion', 'collection', 'significance', 'provided', 'intricate', 'Make', 'seeing', 'favorite', 'partner', 'statues', 'display', 'downside', 'looking', 'enjoyed', 'architecture', 'hours', 'hour', 'soak', 'place', 'artifacts', 'captivated', 'didnt', 'couple', 'bit', 'environment', 'Lanka', 'breathtaking', 'spot', 'sections', 'group', 'loved', 'wandering', 'sculptures', 'stops', 'exploring', 'evening', 'city', 'ceremony', 'Buddhist', 'details', 'kids', 'guide', 'family', 'recommend', 'Visiting', 'peaceful', 'couples', 'entrance', 'felt', 'tour', 'honeymoon', 'anyone', 'appreciated', 'stop', 'made', 'traveling', 'wished', 'striking', 'explore', 'visit', 'outing', 'bustling', 'adds', 'vibrant']",31,3,"historical monuments, temple pilgrimages, architecture tours, history tours"
Hakgala Botanical Garden,6.926584900000001,80.82152839999998,Hakgala Sri Lanka,4.6,6591.0,"['greenery', 'beds', 'variety', 'setting', 'landscapes', 'crisp', 'Overall', 'afternoon', 'experience', 'spots', 'signs', 'flower', 'handinhand', 'note', 'photographers', 'jacket', 'fee', 'spent', 'mustsee', 'Sri', 'expected', 'wellorganized', 'garden', 'guided', 'youre', 'factor', 'benches', 'track', 'escape', 'paths', 'enjoyed', 'time', 'hours', 'types', 'place', 'plenty', 'life', 'taking', 'couple', 'offers', 'spotting', 'bit', 'environment', 'Lanka', 'Garden', 'climate', 'breathtaking', 'strolling', 'picturesque', 'spot', 'hidden', 'roses', 'sections', 'addition', 'bloom', 'overrated', 'resting', 'refreshing', 'loved', 'Hakgala', 'wandering', 'exploring', 'plant', 'city', 'Botanical', 'beauty', 'pathways', 'flowers', 'get', 'way', 'species', 'kids', 'family', 'lovers', 'area', 'visitVisiting', 'entrance', 'felt', 'day', 'lacked', 'appreciated', 'made', 'plants', 'tours', 'rose', 'gem', 'walk', 'visit', 'hoping', 'nature', 'shaded', 'air', 'light', 'picnic', 'views', 'heads', 'vibrant']",28,4,botanical gardens
Haputale,6.7654136,80.95256549999998,Haputale Sri Lanka,3.1059999999999985,1.0,"['visited', 'Liptons', 'stunning', 'cooperate', 'Haputale', 'landscapes', 'afternoon', 'experience', 'fell', 'found', 'tea', 'dont', 'limited', 'charm', 'Sri', 'expected', 'challenging', 'estates', 'closed', 'location', 'Many', 'walking', 'feeling', 'scenery', 'Seat', 'plans', 'expecting', 'making', 'stay', 'managed', 'workshops', 'amenities', 'engage', 'part', 'hopes', 'didnt', 'suited', 'bit', 'Lanka', 'climate', 'breathtaking', 'feel', 'cafe', 'rush', 'cool', 'theres', 'hearing', 'enjoy', 'deserted', 'wouldnt', 'vibe', 'exploring', 'excited', 'options', 'disconnected', 'entertainment', 'dining', 'plantations', 'activities', 'beauty', 'morning', 'fields', 'terms', 'organized', 'seeking', 'go', 'family', 'lack', 'lovers', 'area', 'shops', 'felt', 'offer', 'town', 'quite', 'weather', 'made', 'lacking', 'tours', 'walk', 'nature', 'events', 'left', 'views', 'trip', 'vibrant']",26,5,"tea tasting, hiking, sightseeing, cultural experiences"
Hikkaduwa,6.1394676,80.10628609999998,Hikkaduwa Sri Lanka,3.4520000000000004,1.0,"['Lanka', 'seemed', 'beautiful', 'see', 'expected', 'nightlife', 'wasnt', 'worth', 'locals', 'destination', 'encountered', 'family', 'water', 'quieter', 'felt', 'day', 'want', 'moments', 'getaway', 'damaged', 'reefs', 'seen', 'experience', 'places', 'fun', 'beach', 'beaches', 'hearing', 'youre', 'snorkeling', 'lacking', 'retreat', 'reviews', 'Ive', 'scene', 'vibe', 'looking', 'vendors', 'enjoyed', 'explore', 'visit', 'time', 'packed', 'making', 'took', 'prefer', 'fell', 'found', 'sports', 'Hikkaduwa', 'activities', 'areas', 'tourists', 'beauty', 'restaurants', 'hopes', 'bag', 'littered', 'recommend', 'relax', 'crowded', 'overpriced', 'charm', 'life', 'didnt', 'nicer', 'cleanliness', 'say', 'Sri', 'party']",23,3,"beach visits, snorkeling"
Hikkaduwa Beach,6.1377266,80.09905959999998,Hikkaduwa Beach Sri Lanka,4.7,1438.0,"['trash', 'lots', 'riding', 'loves', 'Overall', 'travelers', 'experience', 'check', 'friends', 'sand', 'adventure', 'everyone', 'relaxation', 'convenient', 'turtle', 'swimming', 'opportunities', 'restaurants', 'charm', 'Dont', 'dinner', 'notice', 'food', 'waves', 'chance', 'rented', 'surfing', 'escape', 'looking', 'meeting', 'charming', 'enjoyed', 'time', 'hours', 'sunsets', 'place', 'plenty', 'worthwhileHikkaduwa', 'life', 'couple', 'bit', 'see', 'breathtaking', 'forget', 'spot', 'loved', 'crowds', 'solo', 'thrilled', 'exploring', 'prices', 'dayVisiting', 'togetherHikkaduwa', 'Hikkaduwa', 'cafes', 'activities', 'morning', 'went', 'spend', 'find', 'beachside', 'memories', 'get', 'kids', 'snacksAs', 'family', 'area', 'parts', 'destination', 'shops', 'lounging', 'water', 'felt', 'day', 'maintenance', 'use', 'anyone', 'beach', 'made', 'beachfront', 'snorkeling', 'turtles', 'peak', 'took', 'music', 'shop', 'areas', 'relax', 'Beach', 'stalls', 'wonderful']",33,1,"surfing, beach visits, snorkeling, turtle watching"
Hiriketiya Beach,5.962357700000001,80.706811,Hiriketiya Beach Sri Lanka,4.4,2084.0,"['exciting', 'bit', 'keep', 'surf', 'visited', 'Dont', 'means', 'popularity', 'seafood', 'playing', 'weekends', 'breathtaking', 'stunning', 'family', 'locals', 'surfers', 'newbies', 'experienced', 'atmosphere', 'notice', 'food', 'spot', 'turns', 'become', 'sunset', 'Overall', 'popup', 'spots', 'waves', 'efforts', 'fun', 'beach', 'made', 'trying', 'friends', 'downside', 'partner', 'conditions', 'waters', 'loved', 'enjoy', 'trash', 'surfing', 'scene', 'miss', 'enjoyed', 'time', 'visit', 'Hiriketiya', 'making', 'took', 'bars', 'found', 'selection', 'tides', 'crowd', 'place', 'weekend', 'paradise', 'washed', 'yoga', 'restaurants', 'lot', 'crowded', 'Beach', 'catch', 'charm', 'get', 'kids', 'trip', 'vibrant', 'sands']",34,2,"surfing, beach visits"
Horton Plains National Park,6.809445999999999,80.8023333,Sri Lanka,4.7,8564.0,"['keep', 'wildlife', 'capturing', 'stunning', 'cooperate', 'landscapes', 'Worlds', 'highlight', 'experience', 'spots', 'butterflies', 'End', 'prepared', 'park', 'photos', 'jacket', 'Park', 'including', 'mist', 'wellmarked', 'solitude', 'Sri', 'Dont', 'Plains', 'birds', 'flora', 'youre', 'Falls', 'Bakers', 'escape', 'lighting', 'enjoyed', 'time', 'camera', 'wish', 'didnt', 'spotting', 'bit', 'Lanka', 'see', 'breathtaking', 'trails', 'forget', 'birdwatching', 'view', 'hiking', 'invigorating', 'rolling', 'loved', 'discovering', 'little', 'mind', 'delight', 'beauty', 'arrived', 'deer', 'get', 'mustvisit', 'kids', 'family', 'Visiting', 'hike', 'beautiful', 'mountain', 'times', 'felt', 'day', 'Horton', 'weather', 'National', 'made', 'traveler', 'sambar', 'obscured', 'layered', 'sight', 'air', 'outing', 'offered', 'hit', 'mountains', 'trail', 'views', 'trip']",29,4,"wildlife viewing, hiking, bird watching"
Jaffna Public Library,9.6621275,80.0117309,Jaffna Sri Lanka,4.9,575.0,"['history', 'stunning', 'highlight', 'experience', 'retreat', 'opportunity', 'reflection', 'found', 'enthusiast', 'access', 'restricted', 'Sri', 'families', 'premises', 'garden', 'collection', 'resilience', 'significance', 'inviting', 'youre', 'librarys', 'remove', 'learning', 'perfect', 'expectations', 'enjoyed', 'captivating', 'backdrop', 'time', 'architecture', 'manage', 'enriching', 'place', 'homage', 'community', 'Jaffna', 'couple', 'wellmaintained', 'reading', 'bit', 'environment', 'Lanka', 'see', 'sections', 'shown', 'loved', 'Library', 'enjoy', 'visitors', 'shoes', 'fire', 'beauty', 'designed', 'details', 'library', 'kids', 'family', 'Visiting', 'nook', 'book', 'interesting', 'pictures', 'felt', 'creates', 'offlimits', 'scratched', 'surface', 'palpable', 'explored', 'appreciated', 'Public', 'requiring', 'striking', 'visit', 'took', 'culture', 'literature', 'photography', 'areas', 'lot', 'section', 'poignant', 'trip', 'limited']",17,4,"history tours, architecture tours, cultural experiences, museum visits, sightseeing, photography"
Jaya Sri Maha Bodhi,8.3448577,80.39730300000002,Anuradhapura Sri Lanka,4.7,11307.0,"['visited', 'clothing', 'fascinating', 'site', 'stunning', 'ambiance', 'highlight', 'Overall', 'afternoon', 'experience', 'offerings', 'devotees', 'devotion', 'reflection', 'found', 'filled', 'Buddhism', 'visiting', 'cleanliness', 'information', 'etiquette', 'Sri', 'customs', 'Dont', 'regarding', 'tree', 'Maha', 'atmosphere', 'notice', 'added', 'significance', 'food', 'pay', 'Bodhi', 'ceremonies', 'suggest', 'pilgrims', 'remove', 'perfect', 'heat', 'enjoyed', 'captivating', 'time', 'waiting', 'hours', 'Jaya', 'place', 'overstated', 'inspiring', 'tourists', 'ancient', 'come', 'couple', 'drum', 'allowed', 'bit', 'environment', 'Lanka', 'see', 'profound', 'enlightening', 'people', 'forget', 'spot', 'Kids', 'improved', 'shown', 'spirituality', 'shoes', 'guidelines', 'surprised', 'evening', 'showcases', 'morning', 'given', 'went', 'rituals', 'Buddhist', 'conducted', 'mustvisit', 'welcoming', 'respect', 'family', 'avoiding', 'Visiting', 'area', 'locals', 'interesting', 'overwhelming', 'felt', 'moving', 'heritage', 'enhance', 'anyone', 'appreciated', 'entering', 'respects', 'visit', 'amount', 'areas', 'wear', 'observing', 'context', 'groups', 'trip', 'vibrant']",21,2,"historical monuments, temple pilgrimages, cultural experiences"
Jungle Beach,6.0186943,80.23941040000003,Jungle Beach Sri Lanka,4.6,2395.0,"['lack', 'keep', 'navigating', 'reach', 'breathtaking', 'crystal', 'destination', 'shops', 'Swimming', 'Great', 'surroundings', 'tranquility', 'water', 'offer', 'day', 'snacks', 'spot', 'hidden', 'drinks', 'Overall', 'enhance', 'afternoon', 'experience', 'sell', 'relaxing', 'spots', 'beach', 'downside', 'snorkeling', 'jungle', 'waters', 'refreshing', 'sand', 'scenery', 'escape', 'gem', 'tourist', 'litter', 'perfect', 'combination', 'enjoyed', 'walk', 'visit', 'mesmerizing', 'saw', 'Jungle', 'path', 'manage', 'incredible', 'ideal', 'commercialized', 'pure', 'place', 'areas', 'make', 'paradise', 'beauty', 'swimming', 'topnotch', 'Beach', 'facilities', 'bustling', 'trek', 'Bring', 'get', 'adds', 'feels', 'calm']",23,1,"beach visits, snorkeling"
Kalpitiya,8.2295281,79.7596142,Kalpitiya Sri Lanka,2.952999999999999,1.0,"['seemed', 'outdoor', 'see', 'expected', 'consider', 'area', 'Paddleboarding', 'shops', 'taste', 'diving', 'water', 'felt', 'spot', 'moments', 'equipment', 'adventures', 'sunset', 'wellmaintained', 'underwhelming', 'group', 'tour', 'experience', 'fishing', 'disappointed', 'spots', 'friends', 'fish', 'Kalpitiya', 'seem', 'enjoy', 'service', 'visibility', 'scenery', 'wouldnt', 'looking', 'paddleboarding', 'brought', 'adventure', 'expectations', 'enjoyed', 'making', 'struggled', 'relaxation', 'fell', 'hype', 'commercialized', 'Kayaking', 'views', 'experiences', 'beauty', 'outdated', 'hoped', 'caught', 'find', 'engaging', 'life', 'didnt', 'couple', 'eat', 'frustration', 'kids', 'seeking', 'family', 'recommend']",24,4,"paddleboarding, kayaking, fishing, scuba diving"
Kalpitiya Lagoon,8.241272500000001,79.7441936,Kalpitiya Lagoon Sri Lanka,4.8,130.0,"['connect', 'weekends', 'visited', 'stunning', 'coastline', 'loves', 'getaway', 'Overall', 'experience', 'spots', 'surrounding', 'conditions', 'friends', 'waters', 'adventure', 'instructors', 'relaxation', 'swimming', 'visiting', 'spent', 'worthwhile', 'Sri', 'calm', 'tranquility', 'fishing', 'boat', 'partner', 'kite', 'moment', 'surfing', 'scenery', 'perfect', 'watching', 'expectations', 'enjoyed', 'backdrop', 'time', 'hours', 'prefer', 'exceeded', 'place', 'part', 'tips', 'facilities', 'dolphins', 'bit', 'environment', 'Lanka', 'days', 'breathtaking', 'spot', 'group', 'improved', 'Kalpitiya', 'loved', 'crowds', 'exploring', 'saw', 'nearby', 'options', 'sports', 'dining', 'lagoon', 'views', 'activities', 'morning', 'caught', 'went', 'thrills', 'kayaking', 'Lagoon', 'mustvisit', 'get', 'way', 'seeking', 'kids', 'wind', 'family', 'recommend', 'week', 'area', 'couples', 'destination', 'times', 'evenings', 'water', 'felt', 'day', 'ones', 'rides', 'tour', 'anyone', 'made', 'ride', 'peak', 'nature', 'fishermen', 'seekers', 'mangroves', 'crowded', 'gave', 'heads']",23,1,"kayaking, surfing, fishing, boat safaris, dolphin watching"
Kandalama,7.8884985,80.7103532,Kandalama Sri Lanka,4.2970000000000015,1.0,"['bit', 'visited', 'sightseeing', 'beautiful', 'werent', 'expected', 'area', 'breathtaking', 'feelings', 'photo', 'setting', 'felt', 'advertised', 'spot', 'decent', 'highlight', 'underwhelming', 'authenticity', 'experience', 'spots', 'overcrowded', 'price', 'fun', 'lacked', 'friends', 'lacking', 'ballooning', 'ride', 'vibe', 'husband', 'enjoyed', 'time', 'waiting', 'excited', 'thrilling', 'got', 'air', 'fell', 'hype', 'found', 'potential', 'photography', 'Id', 'excitement', 'commercialized', 'views', 'aspects', 'opportunities', 'renowned', 'tourists', 'provide', 'frustrating', 'hoped', 'crowded', 'overpriced', 'organized', 'didnt', 'seeking', 'fleeting', 'kids', 'family', 'Kandalama']",28,5,"hot air ballooning, sightseeing, photography"
Kandy,7.290571499999999,80.6337262,Kandy Sri Lanka,3.748999999999999,1.0,"['neglected', 'bit', 'seemed', 'visited', 'horse', 'expected', 'attended', 'parts', 'overwhelming', 'felt', 'day', 'tasting', 'children', 'moments', 'impressive', 'entertaining', 'highlight', 'Kandy', 'Overall', 'installations', 'experience', 'crafts', 'appreciated', 'festivals', 'fun', 'made', 'friends', 'shows', 'doubt', 'crowds', 'solo', 'enjoy', 'disorganized', 'wouldnt', 'desired', 'enjoyed', 'hoping', 'cohesion', 'mustsee', 'activitiesI', 'hype', 'found', 'hit', 'anticipated', 'activities', 'art', 'Unfortunately', 'bag', 'tea', 'vibrancy', 'charm', 'festival', 'wed', 'tripAs', 'left', 'return', 'rest', 'kids', 'didnt', 'trip', 'family', 'recommend']",20,2,"cultural experiences, cultural festivals, tea tasting"
Kandy City Centre,7.292022299999997,80.63711479999998,Kandy Sri Lanka,4.8,14454.0,"['weekends', 'court', 'break', 'variety', 'brands', 'impressive', 'entertained', 'highlight', 'Overall', 'tried', 'experience', 'fun', 'pocket', 'found', 'selection', 'visiting', 'alternatives', 'families', 'food', 'inviting', 'cuisine', 'shopping', 'plentiful', 'escape', 'looking', 'floors', 'browsing', 'enjoyed', 'heat', 'time', 'eateries', 'making', 'architecture', 'place', 'budget', 'couple', 'wellmaintained', 'Centre', 'offers', 'environment', 'blend', 'feel', 'spot', 'addition', 'loved', 'solo', 'exploring', 'relief', 'options', 'dining', 'city', 'cafes', 'mall', 'cuisines', 'vacation', 'dishes', 'get', 'way', 'kids', 'family', 'Visiting', 'sightseeing', 'area', 'times', 'kept', 'shops', 'highend', 'overwhelming', 'day', 'Kandy', 'anyone', 'appreciated', 'attractions', 'wished', 'conditioning', 'visit', 'shopped', 'City', 'air', 'outing', 'shop', 'stores', 'delicacies', 'crowded', 'relax', 'views', 'trip', 'trying']",16,4,"sightseeing, city tours, shopping"
Kandy Lake,7.2912016999999985,80.6420565,Kandy Sri Lanka,4.7,939.0,"['visited', 'shade', 'afternoon', 'craft', 'spots', 'surrounding', 'friends', 'amidst', 'retreat', 'trees', 'relaxation', 'reflection', 'found', 'photos', 'swimming', 'spent', 'take', 'enjoying', 'tranquility', 'Lake', 'birds', 'walked', 'benches', 'walking', 'scenery', 'perfect', 'watching', 'enjoyed', 'time', 'hours', 'lake', 'managed', 'sunsets', 'soak', 'makes', 'place', 'tourists', 'chirping', 'life', 'taking', 'couple', 'casting', 'offers', 'shore', 'spotting', 'bit', 'blend', 'breathtaking', 'feel', 'glow', 'spot', 'leave', 'loved', 'enjoy', 'wandering', 'evening', 'sound', 'garbage', 'city', 'beauty', 'morning', 'find', 'corner', 'get', 'rest', 'kids', 'improve', 'family', 'area', 'locals', 'surroundings', 'evenings', 'water', 'Kandy', 'made', 'turtles', 'walk', 'visit', 'path', 'amount', 'tend', 'mark', 'areas', 'mountains', 'crowded', 'relax', 'detracted', 'views', 'heart', 'stalls']",32,2,"cultural experiences, walking, sightseeing, lake"
Kandy National Museum,7.293338899999997,80.6420168,Kandy Sri Lanka,3.9,304.0,"['history', 'fascinating', 'stunning', 'engaged', 'exhibits', 'variety', 'Temple', 'children', 'Lankan', 'Overall', 'experience', 'friends', 'era', 'found', 'surprise', 'note', 'make', 'range', 'Kandyan', 'isnt', 'Museum', 'fee', 'spent', 'staff', 'Sri', 'packs', 'customs', 'descriptions', 'wellorganized', 'collection', 'Nonetheless', 'provided', 'museums', 'location', 'centuries', 'youre', 'dress', 'museum', 'royal', 'enjoyed', 'architecture', 'hour', 'benefit', 'engage', 'ancient', 'artifacts', 'modernization', 'life', 'couple', 'regions', 'Lanka', 'climate', 'showcasing', 'hidden', 'enthusiasts', 'visitors', 'exploring', 'Tooth', 'space', 'entry', 'displays', 'galleries', 'get', 'control', 'kids', 'Visiting', 'sightseeing', 'felt', 'day', 'use', 'detailed', 'Kandy', 'heritage', 'National', 'complementing', 'anyone', 'appreciated', 'overcrowded', 'made', 'kingdom', 'stop', 'items', 'gem', 'elements', 'visit', 'took', 'offered', 'lot', 'arranged', 'context']",39,5,"history tours, museum visits"
Kanneliya National Rain Forest Reserve,6.257641599999999,80.35962109999998,Sri Sri Lanka,4.75,172.0,"['visited', 'wildlife', 'greenery', 'stunning', 'reptiles', 'Overall', 'experience', 'PM', 'spots', 'love', 'friends', 'rainforest', 'astounding', 'adventure', 'lush', 'got', 'found', 'LankaAs', 'note', 'photos', 'swimming', 'make', 'insights', 'filled', 'monkeys', 'animals', 'visiting', 'spent', 'wellmarked', 'Sri', 'families', 'challenging', 'guided', 'tranquility', 'Nonetheless', 'Forest', 'fauna', 'birds', 'Make', 'photographs', 'Kanneliya', 'flora', 'remember', 'habitat', 'serene', 'encounter', 'scenery', 'escape', 'paths', 'loversI', 'enjoyed', 'time', 'hours', 'Reserve', 'place', 'viewing', 'camera', 'plenty', 'facilities', 'couple', 'wellmaintained', 'spotting', 'planned', 'bit', 'insects', 'see', 'breathtaking', 'Highly', 'trails', 'stories', 'hiking', 'spot', 'hidden', 'surrounded', 'diversity', 'group', 'outdoors', 'enthusiasts', 'photographing', 'quality', 'refreshing', 'loved', 'solo', 'enjoy', 'thrilled', 'shoes', 'biodiversity', 'exploring', 'beauty', 'reserve', 'Bring', 'mustvisit', 'humidity', 'way', 'kids', 'guide', 'family', 'Rain', 'recommend', 'hike', 'Visiting', 'lovers', 'beautiful', 'area', 'hikers', 'water', 'day', 'National', 'waterfalls', 'tour', 'anyone', 'made', 'plants', 'gem', 'dip', 'encounters', 'sounds', 'hoping', 'nature', 'took', 'offered', 'hit', 'areas', 'crowded', 'relax', 'wear', 'spotted', 'trip']",29,6,"wildlife viewing, hiking, nature"
Kitulgala,6.9897845,80.4270885,Kitulgala Sri Lanka,3.294,1.0,"['bit', 'lack', 'trash', 'seemed', 'outdoor', 'beautiful', 'visited', 'expected', 'reassuring', 'area', 'stunning', 'detail', 'surroundings', 'felt', 'guides', 'rush', 'laughs', 'getaway', 'measures', 'equipment', 'adventures', 'use', 'underwhelming', 'experience', 'cleanup', 'efforts', 'spots', 'romantic', 'chore', 'fun', 'maintained', 'friends', 'noise', 'crowds', 'service', 'care', 'scenery', 'overshadowed', 'considering', 'enjoyed', 'proper', 'time', 'hoping', 'enjoyment', 'took', 'fell', 'offered', 'helpOur', 'safety', 'views', 'Wouldnt', 'lot', 'communityAs', 'beauty', 'outdated', 'hopes', 'disappointing', 'littered', 'relax', 'backI', 'Kitulgala', 'facilities', 'find', 'engaging', 'organized', 'kayaking', 'wed', 'attention', 'kids', 'okay', 'groups', 'trip', 'family', 'married']",12,9,"outdoor adventures, kayaking"
Knuckles,7.442392099999997,80.78096090000003,Knuckles Sri Lanka,4.9,337.0,"['visited', 'wildlife', 'greenery', 'capturing', 'confusing', 'getaway', 'landscapes', 'thrill', 'Overall', 'experience', 'moreI', 'pack', 'friends', 'adventure', 'relaxation', 'found', 'camped', 'photos', 'exhilarating', 'spent', 'slippery', 'Sri', 'going', 'challenging', 'tranquility', 'added', 'snacks', 'rainKnuckles', 'Make', 'touch', 'downside', 'rainy', 'watching', 'enjoyed', 'time', 'waking', 'Knuckles', 'plenty', 'misty', 'couple', 'spotting', 'navigate', 'bit', 'environment', 'Lanka', 'blend', 'days', 'offering', 'breathtaking', 'night', 'trails', 'hiking', 'group', 'rewarding', 'season', 'loved', 'conquering', 'peaks', 'treat', 'beauty', 'biking', 'mustvisit', 'leeches', 'seeking', 'species', 'kids', 'craving', 'family', 'recommend', 'mountain', 'destination', 'water', 'day', 'lover', 'journey', 'anyone', 'made', 'rock', 'eyes', 'butterfly', 'gem', 'climbing', 'nature', 'took', 'areas', 'mountains', 'crowded', 'trek', 'left', 'views']",23,3,"hiking, mountain biking, wildlife viewing, butterfly watching"
Koggala Beach,5.992272,80.3106907,Koggala Beach Sri Lanka,4.3,353.0,"['stunning', 'getaway', 'highlight', 'changes', 'Overall', 'afternoon', 'experience', 'waters', 'sand', 'adventure', 'instructors', 'turtle', 'make', 'restaurants', 'spent', 'Koggala', 'families', 'going', 'enjoying', 'diving', 'world', 'compared', 'seeing', 'youre', 'perfect', 'watching', 'enjoyed', 'time', 'sunsets', 'amenities', 'place', 'part', 'building', 'bit', 'planning', 'days', 'breathtaking', 'Highly', 'feel', 'spot', 'hidden', 'loved', 'exploring', 'saw', 'options', 'sports', 'dining', 'morning', 'went', 'swim', 'get', 'kids', 'recommend', 'Visiting', 'beautiful', 'destination', 'lounging', 'water', 'day', 'use', 'reefs', 'enhance', 'tide', 'places', 'relaxing', 'beach', 'made', 'snorkeling', 'gem', 'took', 'seekers', 'areas', 'crowded', 'Beach', 'sandcastles', 'trip', 'vibrant']",34,5,"beach visits, snorkeling, turtle watching"
Kumana National Park,6.5729598,81.6692532,Okanda Sri Lanka,4.5,595.0,"['visited', 'wildlife', 'stunning', 'break', 'parks', 'variety', 'criticism', 'elephants', 'landscapes', 'Overall', 'experience', 'friends', 'bird', 'park', 'adventure', 'observe', 'roads', 'traffic', 'Would', 'Park', 'animals', 'improvement', 'Sri', 'absolute', 'tranquility', 'food', 'photographs', 'seen', 'serene', 'chance', 'restrooms', 'looking', 'watching', 'enjoyed', 'time', 'manage', 'managed', 'welcome', 'facilities', 'couple', 'Bird', 'spotting', 'allowed', 'bit', 'Lanka', 'see', 'trails', 'marked', 'feel', 'spot', 'hidden', 'surrounded', 'jeep', 'group', 'hope', 'loved', 'solo', 'thrilled', 'disappoint', 'jeeps', 'options', 'delight', 'beauty', 'Kumana', 'went', 'patient', 'capture', 'crocodiles', 'memories', 'deer', 'species', 'kids', 'guide', 'family', 'recommend', 'Visiting', 'came', 'lovers', 'future', 'parts', 'times', 'lounging', 'pictures', 'water', 'drew', 'day', 'use', 'helping', 'National', 'made', 'leopards', 'ride', 'gem', 'nature', 'outing', 'photography', 'areas', 'number', 'crowded', 'spotted', 'blown', 'trip', 'limited']",29,5,"wildlife viewing, bird watching, photography, national parks, sightseeing"
Leisure World,,,Sri Lanka,3.01,1.0,"['neglected', 'anything', 'lack', 'seemed', 'signage', 'visited', 'keep', 'cleanliness', 'themed', 'wont', 'times', 'confusing', 'closed', 'interesting', 'thought', 'water', 'issues', 'felt', 'day', 'maintenance', 'children', 'concept', 'entertaining', 'rides', 'information', 'Leisure', 'experience', 'overcrowded', 'relaxing', 'fun', 'made', 'attractions', 'friends', 'amidst', 'crowds', 'enjoy', 'rushing', 'wouldnt', 'park', 'reality', 'expectations', 'everyone', 'waiting', 'visit', 'expecting', 'seating', 'thrilling', 'took', 'hoping', 'manage', 'fell', 'making', 'organization', 'prices', 'faced', 'found', 'Id', 'enjoyable', 'place', 'improve', 'areas', 'make', 'frustrating', 'World', 'outdated', 'went', 'eye', 'plan', 'didnt', 'staff', 'couple', 'kids', 'say', 'limited', 'marred', 'recommend']",24,4,"themed parks, amusement parks"
Lionel Wendt Art Centre,6.9068713000000015,79.8606262,Colombo  Sri Lanka,4.7,1828.0,"['ambiance', 'exhibits', 'variety', 'showcase', 'nuances', 'experience', 'fun', 'friends', 'shows', 'prepared', 'nice', 'introduce', 'seating', 'everyone', 'experiences', 'satisfied', 'filled', 'arts', 'limited', 'staff', 'improvement', 'Art', 'something', 'refreshments', 'issue', 'encountered', 'artists', 'Nonetheless', 'atmosphere', 'styles', 'serene', 'display', 'downside', 'benches', 'feeling', 'perfect', 'enjoyed', 'time', 'hours', 'place', 'inspiring', 'better', 'performances', 'facilities', 'captivated', 'passionate', 'come', 'wish', 'Centre', 'pleasant', 'wooden', 'feelings', 'Highly', 'curated', 'showcasing', 'spot', 'diversity', 'addition', 'group', 'quality', 'talent', 'gallery', 'exploring', 'spouse', 'artwork', 'admiring', 'caught', 'sparking', 'kids', 'welcoming', 'family', 'recommend', 'Visiting', 'conversations', 'lovers', 'attended', 'performance', 'use', 'anyone', 'made', 'Lionel', 'Wendt', 'visit', 'took', 'culture', 'outing', 'pieces', 'art', 'parking', 'topnotch', 'appreciating', 'theatre', 'left', 'vibrant']",33,2,"arts and culture, art classes, museum visits"
